timestamp,engine_id,RPM,CHT_C,Oil_Pressure_psi,Fuel_Pressure_psi,Vibration_g,RMS,Peak,Peak_to_Peak,Variance,Standard_Deviation,Crest_Factor,Kurtosis,Dominant_Frequency_Hz,Frequency_Amplitude,Spectral_Energy,fault_label,split,flight_phase,altitude,ambient_temperature,airspeed,engine_load,throttle,wind_speed,wind_direction,Oil_Temperature_C,EGT_C,Fuel_Flow,MAP_inHg
2026-01-01 00:00:00,ENG_001,2238.010289839535,180.64585139965425,32.57317744791967,37.169178491949815,0.1118369180679412,0.1118369180679412,0.3132558182470645,0.626511636494129,0.0125074962429353,0.1118369180679412,2.8007550289117296,2.830487411211332,8.180419915998435,0.3132558182470645,0.1250749624293539,LOW_OIL_PRESSURE,train,STARTUP,500.0,29.75,120.25,0.3884264683365973,0.4301624980861076,12.0,180.0,77.83279405009793,658.6760289839535,14.491676430058751,30.85239790805415
2026-01-01 00:01:00,ENG_001,2221.011627277381,236.8586998878408,56.28115244489696,37.93239091757851,0.1274820378429779,0.1274820378429779,0.4055431905820569,0.8110863811641138,0.0162516699725984,0.1274820378429779,3.180929550138128,3.2432156960088845,8.78765367539571,0.4055431905820569,0.1625166997259844,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.37947980383020063,0.42255783325567053,12.0,180.0,77.56439411490602,656.9761627277381,14.330636468943611,30.818176916317185
2026-01-01 00:02:00,ENG_001,2254.51145417946,189.2791037326595,57.22363114400397,37.22404310404491,0.4303734032313528,0.4303734032313528,1.0332601270841344,2.066520254168269,0.1852212662089366,0.4303734032313528,2.4007898987886964,2.97094932997282,8.26173448279603,1.0332601270841344,1.8522126620893664,EXCESSIVE_VIBRATION,train,STARTUP,500.0,29.75,120.25,0.39711129167340004,0.43754459792239,12.0,180.0,78.09333875020201,660.326145417946,14.6480032501212,30.88561735731742
2026-01-01 00:03:00,ENG_001,2192.443238285776,194.97209203893695,36.57689852169294,36.84511444581951,0.1118267772808325,0.1118267772808325,0.2509015597428788,0.5018031194857576,0.0125052281170169,0.1118267772808325,2.243461997414693,2.8763309091855174,8.165402540117944,0.2509015597428788,0.1250522811701693,LOW_OIL_PRESSURE,train,STARTUP,500.0,29.75,120.25,0.3644438096240925,0.4097772381804786,12.0,180.0,77.11331428872278,654.1193238285775,14.059988573233666,30.76066423847882
2026-01-01 00:04:00,ENG_001,2219.162442485453,179.20346182550844,54.92471487200325,38.800533393682805,0.0736411582525994,0.0736411582525994,0.2314514482537856,0.4629028965075712,0.0054230201887843,0.0736411582525994,3.1425364345253426,3.0331483667834567,8.904617760680605,0.2314514482537856,0.0542302018878439,NORMAL,train,STARTUP,500.0,29.75,120.25,0.37850654867655426,0.4217305663750711,12.0,180.0,77.53519646029663,656.7912442485454,14.313117876177976,30.814454215354488
2026-01-01 00:05:00,ENG_001,2062.7299693221576,160.1598199512657,52.22313745864712,27.27966328786902,0.1074367808581736,0.1074367808581736,0.3030704039310324,0.6061408078620649,0.0115426618811672,0.1074367808581736,2.820655970429453,3.1466665018021307,7.465897449181396,0.3030704039310324,0.1154266188116722,FUEL_PRESSURE_DROP,train,STARTUP,500.0,29.75,120.25,0.29617366806429346,0.3517476178546495,12.0,180.0,75.06521004192881,641.1479969322157,12.831126025157282,30.49953094701259
2026-01-01 00:06:00,ENG_001,2214.8845055096017,179.42142814207077,53.29552278173781,36.59061422778062,0.1421112606839016,0.1421112606839016,0.3266460154468337,0.6532920308936674,0.0201956104131678,0.1421112606839016,2.298361370248059,2.9437484860234258,9.414254439690293,0.3266460154468337,0.2019561041316783,EXCESSIVE_VIBRATION,train,STARTUP,500.0,29.75,120.25,0.37625500289979036,0.41981675246482175,12.0,180.0,77.46765008699371,656.3634505509601,14.272590052196225,30.805842052758365
2026-01-01 00:07:00,ENG_001,2255.0537433445397,172.98958136761826,55.34641325254321,36.40371122996992,0.1501951352340308,0.1501951352340308,0.3597906932280172,0.7195813864560345,0.0225585786479688,0.1501951352340308,2.395328845897555,2.781517507145921,6.67719157023783,0.3597906932280172,0.2255857864796881,NORMAL,train,STARTUP,500.0,29.75,120.25,0.397396707023442,0.43778720096992574,12.0,180.0,78.10190121070326,660.380374334454,14.653140726421956,30.886709071031333
2026-01-01 00:08:00,ENG_001,2176.8182539290347,178.95791595943112,59.48460705458018,26.42689288504989,0.1045748180960945,0.1045748180960945,0.263193457574426,0.526386915148852,0.0109358925798312,0.1045748180960945,2.516555102028278,2.8111933404496567,7.347059714469031,0.263193457574426,0.1093589257983125,FUEL_PRESSURE_DROP,train,STARTUP,500.0,29.75,120.25,0.35622013364686034,0.4027871135998313,12.0,180.0,76.86660400940582,652.5568253929034,13.911962405643486,30.72920867786591
2026-01-01 00:09:00,ENG_001,2136.026621694389,213.18746444131628,53.7512580447351,39.22957768153846,0.1346557754804681,0.1346557754804681,0.3410817570885351,0.6821635141770702,0.0181321778702462,0.1346557754804681,2.532802086288104,2.640258117905155,7.899408308323987,0.3410817570885351,0.1813217787024624,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.3347508535233627,0.3845382254948583,12.0,180.0,76.2225256057009,648.4776621694389,13.525515363420528,30.64708868139353
2026-01-01 00:10:00,ENG_001,2056.5461447365574,211.22200946156477,57.721110729148045,38.85376435316424,0.1148387227638905,0.1148387227638905,0.3037839184330033,0.6075678368660067,0.0131879322460417,0.1148387227638905,2.645078770771629,3.1269617146363937,8.834781975062489,0.3037839184330033,0.1318793224604172,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.2929190235455565,0.348981170013723,12.0,180.0,74.9675707063667,640.5296144736558,12.772542423820017,30.487081931728422
2026-01-01 00:11:00,ENG_001,2434.484538662752,189.5607474511413,56.27317988432867,24.82864473510477,0.0752997969325418,0.0752997969325418,0.1973420615208451,0.3946841230416902,0.005670059418082,0.0752997969325418,2.6204035803948966,3.4188125959129345,7.226835134946814,0.1973420615208451,0.0567005941808203,FUEL_PRESSURE_DROP,train,STARTUP,500.0,29.75,120.25,0.491833967717238,0.5180588725596523,12.0,180.0,80.93501903151714,678.3234538662753,16.353011418910285,31.247931593185104
2026-01-01 00:12:00,ENG_001,2150.7988600438957,212.00713179881296,54.91778232507301,36.63753523062334,0.1609656380966792,0.1609656380966792,0.4049616761433911,0.8099233522867822,0.0259099366478711,0.1609656380966792,2.5156705755698137,3.479032900704195,6.1678741722572985,0.4049616761433911,0.2590993664787112,HIGH_CHT,train,STARTUP,500.0,29.75,120.25,0.3425257158125767,0.3911468584406902,12.0,180.0,76.45577147437731,649.9548860043896,13.665462884626379,30.676827529649774
2026-01-01 00:13:00,ENG_001,2104.784956725784,183.08630041612415,55.5856072494998,37.38033761248507,0.1173282465916237,0.1173282465916237,0.2707242568224287,0.5414485136448574,0.0137659174482648,0.1173282465916237,2.307212393965964,3.697394049515363,8.38065343015409,0.2707242568224287,0.1376591744826486,NORMAL,train,STARTUP,500.0,29.75,120.25,0.31830787196093896,0.37056169116679816,12.0,180.0,75.72923615882817,645.3534956725784,13.229541695296902,30.58419427691726
2026-01-01 00:14:00,ENG_001,2201.0326930144165,197.65658444656464,54.79910097772149,40.31145629598109,0.0902505781353821,0.0902505781353821,0.2255545529688014,0.4511091059376029,0.0081451668537707,0.0902505781353821,2.498926526157316,2.809953361284168,8.193543541269909,0.2255545529688014,0.0814516685377071,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.36896457527074555,0.4136198889801337,12.0,180.0,77.24893725812237,654.9782693014416,14.14136235487342,30.77795616707727
2026-01-01 00:15:00,ENG_001,2261.632169375185,213.7333132276236,55.4147947060738,39.06566804892972,0.2133976050186627,0.2133976050186627,0.6096054413015313,1.2192108826030623,0.0455385378277011,0.2133976050186627,2.856531009043565,3.221040474420388,8.504683282536192,0.6096054413015313,0.4553853782770118,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.4008590365132554,0.44073018103626704,12.0,180.0,78.20577109539767,661.0382169375185,14.715462657238596,30.89995248132987
2026-01-01 00:16:00,ENG_001,2236.561647743741,185.4502038660765,54.08320776032362,37.88045078710413,0.0949999132187764,0.0949999132187764,0.2615742804809945,0.523148560961989,0.009024983511575,0.0949999132187764,2.7531261909341547,2.8794756246291158,9.325744648883015,0.2615742804809945,0.0902498351157504,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.3876640251282848,0.42951442135904205,12.0,180.0,77.80992075384856,658.5311647743741,14.477952452309125,30.84948156278236
2026-01-01 00:17:00,ENG_001,2270.6435399105862,223.3420719367267,55.96003758527237,40.23578188586746,0.1829727855058011,0.1829727855058011,0.4610662573803043,0.9221325147606086,0.0334790402357519,0.1829727855058011,2.5197247714085487,2.2251699237108964,6.617984206436018,0.4610662573803043,0.3347904023575191,HIGH_CHT,train,STARTUP,500.0,29.75,120.25,0.40560186311083485,0.4447615836442096,12.0,180.0,78.34805589332505,661.9393539910586,14.800833535995027,30.918093793065612
2026-01-01 00:18:00,ENG_001,2211.0086461750657,219.7946740324421,56.885286375297504,39.56644032194305,0.0828504171136858,0.0828504171136858,0.2029809296925336,0.4059618593850673,0.0068641916159117,0.0828504171136858,2.4496730376585054,3.4706133711241955,9.853950111180358,0.2029809296925336,0.0686419161591173,COOLING_PROBLEM,train,STARTUP,500.0,29.75,120.25,0.3742150769342451,0.4180828153941083,12.0,180.0,77.40645230802735,655.9758646175065,14.235871384816413,30.798039335940157
2026-01-01 00:19:00,ENG_001,2031.4663432157624,184.9172154842277,51.875980316723,38.89646367069585,0.0802905763563673,0.0802905763563673,0.2415760949183412,0.4831521898366825,0.0064465766516376,0.0802905763563673,3.008398020037196,3.049167800675928,7.32876024147891,0.2415760949183412,0.0644657665163765,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.279719128008296,0.3377612588070516,12.0,180.0,74.57157384024889,638.0216343215762,12.534944304149327,30.4365923312984
2026-01-01 00:20:00,ENG_001,2210.9061500135394,184.09884532516716,35.38617566622009,37.36518690279095,0.1316409285568031,0.1316409285568031,0.3757639304616099,0.7515278609232198,0.0173293340712973,0.1316409285568031,2.854244437018763,2.62238423762974,9.327892987040212,0.3757639304616099,0.1732933407129733,LOW_OIL_PRESSURE,train,STARTUP,500.0,29.75,120.25,0.3741611315860734,0.4180369618481624,12.0,180.0,77.4048339475822,655.965615001354,14.234900368549322,30.7978329949834
2026-01-01 00:21:00,ENG_001,1898.5042542740532,176.5519902726672,55.06622654869315,39.02778343232868,0.0857774492753846,0.0857774492753846,0.2341627830706612,0.4683255661413225,0.0073577708041911,0.0857774492753846,2.7295692440858064,2.4510882790510964,8.05569465972786,0.2341627830706612,0.0735777080419119,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.2097390811968701,0.2782782190173396,12.0,180.0,72.47217243590612,624.7254254274053,11.275303461543661,30.168918652244695
2026-01-01 00:22:00,ENG_001,2272.576572974114,188.95959629125616,57.7591989091308,37.596914928834416,0.1297987320000207,0.1297987320000207,0.2964431048590268,0.5928862097180537,0.0168477108288132,0.1297987320000207,2.283691553654337,2.554382357923737,6.649907054037101,0.2964431048590268,0.168477108288132,NORMAL,train,STARTUP,500.0,29.75,120.25,0.4066192489337441,0.4456263615936825,12.0,180.0,78.37857746801234,662.1326572974114,14.819146480807394,30.92198529383824
2026-01-01 00:23:00,ENG_001,2217.097223714027,212.2811152471738,55.914144274276254,39.20403469584239,0.1576937762703842,0.1576937762703842,0.3602765362594891,0.7205530725189782,0.0248673270744139,0.1576937762703842,2.28451432666896,3.351233093777201,6.51146742918152,0.3602765362594891,0.2486732707441399,HIGH_CHT,train,STARTUP,500.0,29.75,120.25,0.3774195914284354,0.42080665271417006,12.0,180.0,77.50258774285307,656.5847223714027,14.293552645711838,30.810296603880435
2026-01-01 00:24:00,ENG_001,1866.959816208322,173.59214088303946,57.69446740719591,37.18665070637747,0.1320266763672022,0.1320266763672022,0.4097766300463187,0.8195532600926375,0.0174310432725699,0.1320266763672022,3.10350609634178,3.032716368218229,6.90562589598249,0.4097766300463187,0.1743104327256995,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.1931367453728011,0.26416623356688096,12.0,180.0,71.97410236118404,621.5709816208322,10.97646141671042,30.105414717717633
2026-01-01 00:25:00,ENG_001,2308.0630772558607,170.1155719383545,53.81832183770126,36.75046365097254,0.1279064553680559,0.1279064553680559,0.293895007640281,0.5877900152805621,0.0163600613248204,0.1279064553680559,2.297554343533461,2.686207945177533,9.794123109269822,0.293895007640281,0.1636006132482048,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.425296356450453,0.46150190298288507,12.0,180.0,78.9388906935136,665.6813077255861,15.155334416108154,30.993425230089652
2026-01-01 00:26:00,ENG_001,2186.193556517565,182.303932580228,55.60814658135449,37.00334138851596,0.1684859380264569,0.1684859380264569,0.4607632935332196,0.9215265870664392,0.0283875113126551,0.1684859380264569,2.73456617963616,3.0337892295054654,8.961566674609905,0.4607632935332196,0.283875113126551,EXCESSIVE_VIBRATION,train,STARTUP,500.0,29.75,120.25,0.36115450343029737,0.4069813279157528,12.0,180.0,77.01463510290893,653.4943556517565,14.000781061745354,30.748082642287557
2026-01-01 00:27:00,ENG_001,2032.4531328435116,164.94033938900273,33.90135563474709,40.02838754680276,0.1074512120327453,0.1074512120327453,0.3073660790639212,0.6147321581278424,0.0115457629673059,0.1074512120327453,2.860251371166941,2.871333256341964,7.170709001790776,0.3073660790639212,0.1154576296730599,LOW_OIL_PRESSURE,train,STARTUP,500.0,29.75,120.25,0.28023849097026926,0.33820271732472884,12.0,180.0,74.58715472910808,638.1203132843511,12.544292837464846,30.43857889462795
2026-01-01 00:28:00,ENG_001,2248.460590448484,210.2117582249094,53.65332386364543,36.646976001787806,0.1261983818546412,0.1261983818546412,0.2845763803648901,0.5691527607297803,0.0159260315827298,0.1261983818546412,2.254813635853815,3.36248958735539,8.014507740736127,0.2845763803648901,0.1592603158272983,OVERHEATING,train,STARTUP,500.0,29.75,120.25,0.3939266265518336,0.4348376325690585,12.0,180.0,77.99779879655502,659.7210590448484,14.590679277933004,30.87343601322743
2026-01-01 00:29:00,ENG_001,2165.942508220856,175.41602563248637,56.43066584488822,39.162715647396816,0.0695653170914518,0.0695653170914518,0.2069411032451181,0.4138822064902362,0.0048393333420342,0.0695653170914518,2.974346534031727,3.10368863711262,7.097011903837971,0.2069411032451181,0.0483933334203424,NORMAL,train,STARTUP,500.0,29.75,120.25,0.3504960569583452,0.39792164841459343,12.0,180.0,76.69488170875036,651.4692508220855,13.808929025250213,30.70731408453234
2026-01-01 00:30:00,ENG_001,2208.906292469586,174.3950706800785,54.07809410660414,35.162012435090304,0.1504657022941673,0.1504657022941673,0.4655682480492364,0.9311364960984728,0.0226399275668769,0.1504657022941673,3.0939762430155646,3.504092943919267,8.163907295330402,0.4655682480492364,0.2263992756687699,EXCESSIVE_VIBRATION,train,STARTUP,500.0,29.75,120.25,0.3731085749839926,0.4171422887363937,12.0,180.0,77.37325724951978,655.7656292469586,14.215954349711867,30.79380696598044
2026-01-01 00:31:00,ENG_001,2258.2932218536653,208.97391168830924,54.72663952825569,38.82384469386368,0.0738301520178414,0.0738301520178414,0.2019180916430355,0.403836183286071,0.0054508913469775,0.0738301520178414,2.734529739243328,2.442465460317573,7.879994846423711,0.2019180916430355,0.0545089134697757,HIGH_CHT,train,STARTUP,500.0,29.75,120.25,0.3991016957124554,0.43923644135558704,12.0,180.0,78.15305087137367,660.7043221853666,14.683830522824199,30.89323065276681
2026-01-01 00:32:00,ENG_001,2242.1030713279733,179.15459017067457,54.23493048559836,38.285473465903785,0.1377817082451675,0.1377817082451675,0.3796068121529481,0.7592136243058963,0.0189837991269564,0.1377817082451675,2.7549321870480634,3.0842014431236318,6.8052709122534285,0.3796068121529481,0.1898379912695647,NORMAL,train,STARTUP,500.0,29.75,120.25,0.3905805638568281,0.4319934792783039,12.0,180.0,77.89741691570485,659.0853071327973,14.530450149422906,30.860637323419034
2026-01-01 00:33:00,ENG_001,1816.643010095065,189.62390894718928,54.75292638806472,39.247456033816974,0.0928730012722819,0.0928730012722819,0.2298021906493865,0.4596043812987731,0.0086253943653212,0.0928730012722819,2.47410384571589,2.2741133619330287,7.243981986501272,0.2298021906493865,0.0862539436532127,RPM_INSTABILITY,train,STARTUP,500.0,29.75,120.25,0.16665421583950787,0.2416560834635817,12.0,180.0,71.17962647518524,616.5393010095065,10.499775885111141,30.004119042252785
2026-01-01 00:34:00,ENG_001,2205.893829628368,165.0625607080313,53.556120301019845,39.375678557529326,0.137050068853677,0.137050068853677,0.4035247647618578,0.8070495295237157,0.0187827213727976,0.137050068853677,2.944145352740586,2.9552364616911064,7.806884389024743,0.4035247647618578,0.187827213727976,NORMAL,train,STARTUP,500.0,29.75,120.25,0.37152306822545694,0.41579460799163837,12.0,180.0,77.32569204676372,655.4643829628368,14.187415228058224,30.78774240262904
2026-01-01 00:35:00,ENG_001,2165.898076606081,177.4993388288768,53.70468333189746,38.325645958338335,0.1145108129828321,0.1145108129828321,0.3550251509525324,0.7100503019050649,0.0131127262899891,0.1145108129828321,3.100092827718176,2.890115266125777,6.757132771491991,0.3550251509525324,0.1311272628998915,NORMAL,train,STARTUP,500.0,29.75,120.25,0.3504726718979373,0.39790177111324665,12.0,180.0,76.69418015693813,651.4648076606081,13.808508094162871,30.707224636676276
2026-01-01 00:36:00,ENG_001,2170.356945749681,175.42227600740003,53.273681018940266,40.76318074061075,0.1248633659997233,0.1248633659997233,0.3002079911941432,0.6004159823882864,0.0155908601687808,0.1248633659997233,2.404099455401949,3.41528205402209,7.1482184429433335,0.3002079911941432,0.1559086016878087,NORMAL,train,STARTUP,500.0,29.75,120.25,0.35281944513141106,0.3998965283616994,12.0,180.0,76.76458335394234,651.9106945749681,13.850750012365399,30.716201044294316
2026-01-01 00:37:00,ENG_001,2328.830880480501,217.26878152848053,52.16253191290827,40.23414896366455,0.1351299578349734,0.1351299578349734,0.4000811652776763,0.8001623305553527,0.0182601055044817,0.1351299578349734,2.960494968973104,3.102335144985813,8.378526073510454,0.4000811652776763,0.182601055044817,COOLING_PROBLEM,train,STARTUP,500.0,29.75,120.25,0.4362267792002637,0.47079276232022416,12.0,180.0,79.26680337600791,667.7580880480501,15.352082025604748,31.035234097107676
2026-01-01 00:38:00,ENG_001,2212.589932763024,199.51369228841617,56.95739849629435,27.028142748047856,0.1128849496030264,0.1128849496030264,0.3421034769770895,0.6842069539541791,0.0127430118468778,0.1128849496030264,3.030281497799778,3.0658615154973625,8.206435443209084,0.3421034769770895,0.1274301184687783,FUEL_PRESSURE_DROP,train,STARTUP,500.0,29.75,120.25,0.37504733303317056,0.41879023307819496,12.0,180.0,77.43141999099512,656.1339932763024,14.25085199459707,30.801222715518545
2026-01-01 00:39:00,ENG_001,2294.96393722968,178.76153107531252,55.9970815799329,37.0707274973235,0.118904149494055,0.118904149494055,0.2848437355123431,0.5696874710246862,0.0141381967669045,0.118904149494055,2.3953729368983416,2.5585668945010496,8.592673043469665,0.2848437355123431,0.1413819676690459,NORMAL,train,STARTUP,500.0,29.75,120.25,0.41840207222614745,0.45564176139222534,12.0,180.0,78.73206216678443,664.371393722968,15.031237300070654,30.96705459293168
